,Complexity,PySR equation,Parameterized equation,Parameterization,"Parameters: (best-fit, +1, -1)",Covariance,Correlation,"Parameterized equation, unscaled",RMSE,R2,NDF,Chi2 (before ROF),Chi2,Chi2/NDF (before ROF),Chi2/NDF,p-value (before ROF),p-value
27,37,20.3*x0*gauss(2.69 - 16.6*x0) + (x0 + 10.9*gauss(x0 + x0 + x0)*exp(x0)*tanh(x0))*gauss(x0 + x0) + 0.0597,a2 + a5*x0*gauss(a1*x0 + a3) + (a4*gauss(3*x0)*exp(x0)*tanh(x0) + x0)*gauss(2*x0),"{'a1': -16.6, 'a2': 0.0597, 'a3': 2.69, 'a4': 10.9, 'a5': 20.3}","{'a1': (-16.5784, 0.62, -0.62), 'a2': (0.0615655, 0.00575, -0.00575), 'a3': (2.69036, 0.113, -0.113), 'a4': (10.5069, 0.347, -0.347), 'a5': (20.5662, 0.728, -0.728)}","{'a1, a2': 0.00022883809806944092, 'a1, a3': -0.06861022183017443, 'a1, a4': -0.10823057093468892, 'a1, a5': -0.1560842900056618, 'a2, a3': -3.6680582783394054e-05, 'a2, a4': -0.0005736741201581841, 'a2, a5': 0.00019486680179378282, 'a3, a4': 0.01882342323914207, 'a3, a5': 0.024565377193946608, 'a4, a5': -0.06171766009264407, 'a1, a1': 0.38459644563714085, 'a2, a2': 3.3115216218152016e-05, 'a3, a3': 0.012820464098046245, 'a4, a4': 0.12052921084234806, 'a5, a5': 0.5305000561070429}","{'a1, a2': 0.06419, 'a1, a3': -0.9793, 'a1, a4': -0.5031, 'a1, a5': -0.3458, 'a2, a3': -0.05645, 'a2, a4': -0.2875, 'a2, a5': 0.04655, 'a3, a4': 0.4801, 'a3, a5': 0.2986, 'a4, a5': -0.2443}",164.796*(a2 + a5*((x0 - 12.5) * 0.00210526)*gauss(a1*((x0 - 12.5) * 0.00210526) + a3) + (a4*gauss(3*((x0 - 12.5) * 0.00210526))*exp(((x0 - 12.5) * 0.00210526))*tanh(((x0 - 12.5) * 0.00210526)) + ((x0 - 12.5) * 0.00210526))*gauss(2*((x0 - 12.5) * 0.00210526))),7.762,0.9987,15,7.977,7.137,0.5318,0.4758,0.9247,0.9537
28,38,(x0 + 10.9*gauss(x0 + x0 + x0)*exp(x0)*tanh(x0))*gauss(x0 + x0) + 20.3*gauss(2.69 - 16.6*x0)*tanh(x0) + 0.0597,a2 + a5*gauss(a1*x0 + a3)*tanh(x0) + (a4*gauss(3*x0)*exp(x0)*tanh(x0) + x0)*gauss(2*x0),"{'a1': -16.6, 'a2': 0.0597, 'a3': 2.69, 'a4': 10.9, 'a5': 20.3}","{'a1': (-16.5688, 0.621, -0.621), 'a2': (0.0615655, 0.00575, -0.00575), 'a3': (2.69201, 0.113, -0.113), 'a4': (10.5069, 0.347, -0.347), 'a5': (20.7467, 0.735, -0.735)}","{'a1, a2': 0.00022896826762918267, 'a1, a3': -0.06861242569767433, 'a1, a4': -0.10829040964182425, 'a1, a5': -0.15835448144717928, 'a2, a3': -3.665704308033626e-05, 'a2, a4': -0.000573655719635049, 'a2, a5': 0.00019663689931506852, 'a3, a4': 0.01881278200486112, 'a3, a5': 0.024986832975003963, 'a4, a5': -0.062091827381001025, 'a1, a1': 0.38502740555356313, 'a2, a2': 3.311397195756671e-05, 'a3, a3': 0.012808204057245986, 'a4, a4': 0.1205255275755125, 'a5, a5': 0.5396252180995603}","{'a1, a2': 0.06412, 'a1, a3': -0.9778, 'a1, a4': -0.5025, 'a1, a5': -0.3469, 'a2, a3': -0.05642, 'a2, a4': -0.2875, 'a2, a5': 0.04653, 'a3, a4': 0.4798, 'a3, a5': 0.3008, 'a4, a5': -0.2435}",164.796*(a2 + a5*gauss(a1*((x0 - 12.5) * 0.00210526) + a3)*tanh(((x0 - 12.5) * 0.00210526)) + (a4*gauss(3*((x0 - 12.5) * 0.00210526))*exp(((x0 - 12.5) * 0.00210526))*tanh(((x0 - 12.5) * 0.00210526)) + ((x0 - 12.5) * 0.00210526))*gauss(2*((x0 - 12.5) * 0.00210526))),7.761,0.9987,15,7.946,7.137,0.5297,0.4758,0.9259,0.9537
29,39,20.3*x0*gauss(2.69 - 16.6*x0) + (x0 + (10.9*exp(x0) - 0.324)*gauss(x0 + x0 + x0)*tanh(x0))*gauss(x0 + x0) + 0.0597,a3 + a6*x0*gauss(a1*x0 + a4) + (x0 + (a2 + a5*exp(x0))*gauss(3*x0)*tanh(x0))*gauss(2*x0),"{'a1': -16.6, 'a2': -0.324, 'a3': 0.0597, 'a4': 2.69, 'a5': 10.9, 'a6': 20.3}","{'a1': (-16.535, 0.619, -0.619), 'a2': (-0.324, 0, 0), 'a3': (0.0615135, 0.00577, -0.00577), 'a4': (2.68188, 0.113, -0.113), 'a5': (10.7346, 0.349, -0.349), 'a6': (20.5949, 0.73, -0.73)}","{'a1, a3': 0.00022937515065732579, 'a1, a4': -0.06835062151302758, 'a1, a5': -0.10872324380011698, 'a1, a6': -0.15585464357954168, 'a3, a4': -3.671875541332764e-05, 'a3, a5': -0.000578243617000947, 'a3, a6': 0.00019662263972379494, 'a4, a5': 0.018899085707333754, 'a4, a6': 0.02450973454332286, 'a5, a6': -0.0623378876637221, 'a1, a1': 0.38327054060245785, 'a3, a3': 3.3347989273451166e-05, 'a4, a4': 0.012770514459068554, 'a5, a5': 0.12167372248569391, 'a6, a6': 0.5331176288576749}","{'a1, a3': 0.06422, 'a1, a4': -0.9772, 'a1, a5': -0.5033, 'a1, a6': -0.3449, 'a3, a4': -0.05632, 'a3, a5': -0.2872, 'a3, a6': 0.04668, 'a4, a5': 0.4792, 'a4, a6': 0.2971, 'a5, a6': -0.2447}",164.796*(a3 + a6*((x0 - 12.5) * 0.00210526)*gauss(a1*((x0 - 12.5) * 0.00210526) + a4) + (((x0 - 12.5) * 0.00210526) + (a2 + a5*exp(((x0 - 12.5) * 0.00210526)))*gauss(3*((x0 - 12.5) * 0.00210526))*tanh(((x0 - 12.5) * 0.00210526)))*gauss(2*((x0 - 12.5) * 0.00210526))),7.815,0.9987,15,7.371,7.187,0.4914,0.4791,0.9465,0.9523
30,40,x0*(x0 + 12.3*gauss(x0 + x0 + x0))*gauss(x0*x0 + x0) + 21.1*x0*gauss(2.71 - 16.6*x0) + 0.053,a2 + a5*x0*gauss(a1*x0 + a3) + x0*(a4*gauss(3*x0) + x0)*gauss(x0**2 + x0),"{'a1': -16.6, 'a2': 0.053, 'a3': 2.71, 'a4': 12.3, 'a5': 21.1}","{'a1': (-16.4076, 0.538, -0.538), 'a2': (0.052737, 0.00515, -0.00515), 'a3': (2.66548, 0.0986, -0.0986), 'a4': (12.1953, 0.323, -0.323), 'a5': (20.6961, 0.645, -0.645)}","{'a1, a2': 0.00017430129176483503, 'a1, a3': -0.051857901939350685, 'a1, a4': -0.08604957868916507, 'a1, a5': -0.12411930172412508, 'a2, a3': -2.7989415161140623e-05, 'a2, a4': -0.0004852634261827058, 'a2, a5': 0.0001457726495690921, 'a3, a4': 0.01501630242137658, 'a3, a5': 0.019563074209685265, 'a4, a5': -0.04823904616525749, 'a1, a1': 0.28980041701361037, 'a2, a2': 2.6559948537245677e-05, 'a3, a3': 0.009729851072180872, 'a4, a4': 0.10437291847051594, 'a5, a5': 0.41581205029836155}","{'a1, a2': 0.06291, 'a1, a3': -0.9776, 'a1, a4': -0.4952, 'a1, a5': -0.3577, 'a2, a3': -0.05512, 'a2, a4': -0.2917, 'a2, a5': 0.04388, 'a3, a4': 0.4715, 'a3, a5': 0.3076, 'a4, a5': -0.2315}",164.796*(a2 + a5*((x0 - 12.5) * 0.00210526)*gauss(a1*((x0 - 12.5) * 0.00210526) + a3) + ((x0 - 12.5) * 0.00210526)*(a4*gauss(3*((x0 - 12.5) * 0.00210526)) + ((x0 - 12.5) * 0.00210526))*gauss(((x0 - 12.5) * 0.00210526)**2 + ((x0 - 12.5) * 0.00210526))),8.305,0.9985,15,6.176,5.707,0.4118,0.3804,0.9766,0.9843
31,42,x0*(x0 + 12.3*gauss(x0 + x0 + x0))*gauss(x0*x0 + x0) + 21.1*x0*gauss(2.7 - 16.6*x0) + 0.053,a2 + a5*x0*gauss(a1*x0 + a3) + x0*(a4*gauss(3*x0) + x0)*gauss(x0**2 + x0),"{'a1': -16.6, 'a2': 0.053, 'a3': 2.7, 'a4': 12.3, 'a5': 21.1}","{'a1': (-16.4075, 0.538, -0.538), 'a2': (0.052737, 0.00515, -0.00515), 'a3': (2.66548, 0.0986, -0.0986), 'a4': (12.1952, 0.323, -0.323), 'a5': (20.6961, 0.645, -0.645)}","{'a1, a2': 0.00017430125398469693, 'a1, a3': -0.05185769027624358, 'a1, a4': -0.0860496448299757, 'a1, a5': -0.12411862550391575, 'a2, a3': -2.7989404342492505e-05, 'a2, a4': -0.00048526393337538023, 'a2, a5': 0.00014577286888793576, 'a3, a4': 0.015016315600592089, 'a3, a5': 0.01956295986605688, 'a4, a5': -0.048239145755498786, 'a1, a1': 0.28979916625765856, 'a2, a2': 2.6559949708841196e-05, 'a3, a3': 0.009729814695230406, 'a4, a4': 0.10437316153002757, 'a5, a5': 0.4158111062071607}","{'a1, a2': 0.06291, 'a1, a3': -0.9776, 'a1, a4': -0.4952, 'a1, a5': -0.3577, 'a2, a3': -0.05512, 'a2, a4': -0.2917, 'a2, a5': 0.04388, 'a3, a4': 0.4715, 'a3, a5': 0.3076, 'a4, a5': -0.2315}",164.796*(a2 + a5*((x0 - 12.5) * 0.00210526)*gauss(a1*((x0 - 12.5) * 0.00210526) + a3) + ((x0 - 12.5) * 0.00210526)*(a4*gauss(3*((x0 - 12.5) * 0.00210526)) + ((x0 - 12.5) * 0.00210526))*gauss(((x0 - 12.5) * 0.00210526)**2 + ((x0 - 12.5) * 0.00210526))),8.306,0.9985,15,5.987,5.707,0.3991,0.3804,0.98,0.9843
32,43,x0*(x0 + 12.3*gauss(x0 + x0 + x0))*gauss(x0*x0 + x0) + 21.1*gauss(2.7 - 16.6*x0)*tanh(x0) + 0.053,a2 + a5*gauss(a1*x0 + a3)*tanh(x0) + x0*(a4*gauss(3*x0) + x0)*gauss(x0**2 + x0),"{'a1': -16.6, 'a2': 0.053, 'a3': 2.7, 'a4': 12.3, 'a5': 21.1}","{'a1': (-16.3978, 0.539, -0.539), 'a2': (0.0527371, 0.00515, -0.00515), 'a3': (2.66715, 0.0986, -0.0986), 'a4': (12.1952, 0.323, -0.323), 'a5': (20.8781, 0.65, -0.65)}","{'a1, a2': 0.00017439888513519458, 'a1, a3': -0.051858264414066005, 'a1, a4': -0.08609651911638688, 'a1, a5': -0.12591612891339446, 'a2, a3': -2.797051288003611e-05, 'a2, a4': -0.00048523887014328217, 'a2, a5': 0.00014709613914205832, 'a3, a4': 0.015007394879763502, 'a3, a5': 0.019896307209920805, 'a4, a5': -0.048522251406970744, 'a1, a1': 0.29012365230072723, 'a2, a2': 2.655841416835728e-05, 'a3, a3': 0.009720149568592004, 'a4, a4': 0.10436804553341239, 'a5, a5': 0.422966474944266}","{'a1, a2': 0.06283, 'a1, a3': -0.9758, 'a1, a4': -0.4945, 'a1, a5': -0.3594, 'a2, a3': -0.05508, 'a2, a4': -0.2917, 'a2, a5': 0.04394, 'a3, a4': 0.4712, 'a3, a5': 0.3104, 'a4, a5': -0.2311}",164.796*(a2 + a5*gauss(a1*((x0 - 12.5) * 0.00210526) + a3)*tanh(((x0 - 12.5) * 0.00210526)) + ((x0 - 12.5) * 0.00210526)*(a4*gauss(3*((x0 - 12.5) * 0.00210526)) + ((x0 - 12.5) * 0.00210526))*gauss(((x0 - 12.5) * 0.00210526)**2 + ((x0 - 12.5) * 0.00210526))),8.305,0.9985,15,5.814,5.706,0.3876,0.3804,0.9827,0.9843
33,44,20.3*x0*gauss((x0 - 8.31)*(2*x0 - 0.324)) + (x0 + 12.4*gauss(x0 + x0 + x0) + 0.0899)*gauss(x0*x0 + x0)*tanh(x0) + 0.0596,a3 + a6*x0*gauss((a1 + x0)*(a2 + 2*x0)) + (a4 + a5*gauss(3*x0) + x0)*gauss(x0**2 + x0)*tanh(x0),"{'a1': -8.31, 'a2': -0.324, 'a3': 0.0596, 'a4': 0.0899, 'a5': 12.4, 'a6': 20.3}","{'a1': (-8.47959, 0.256, -0.256), 'a2': (-0.324911, 0.00263, -0.00263), 'a3': (0.0570331, 0.0048, -0.0048), 'a4': (0.0899, 0, 0), 'a5': (12.404, 0.314, -0.314), 'a6': (20.5868, 0.605, -0.605)}","{'a1, a2': 0.0002692310591035809, 'a1, a3': 8.114722723227641e-05, 'a1, a5': -0.040756269532480356, 'a1, a6': -0.052638538873972546, 'a2, a3': 1.6547448147694097e-08, 'a2, a5': -0.00012673051872765618, 'a2, a6': 7.116088645956187e-05, 'a3, a5': -0.0004329458812418076, 'a3, a6': 0.0001317575464453444, 'a5, a6': -0.04598293495682237, 'a1, a1': 0.06575336300971724, 'a2, a2': 6.937801896652358e-06, 'a3, a3': 2.3007223302015217e-05, 'a5, a5': 0.09848922732566012, 'a6, a6': 0.36550931532474945}","{'a1, a2': 0.3999, 'a1, a3': 0.06604, 'a1, a5': -0.507, 'a1, a6': -0.3399, 'a2, a3': 0.001311, 'a2, a5': -0.1535, 'a2, a6': 0.04472, 'a3, a5': -0.2873, 'a3, a6': 0.04537, 'a5, a6': -0.2421}",164.796*(a3 + a6*((x0 - 12.5) * 0.00210526)*gauss((a1 + ((x0 - 12.5) * 0.00210526))*(a2 + 2*((x0 - 12.5) * 0.00210526))) + (a4 + a5*gauss(3*((x0 - 12.5) * 0.00210526)) + ((x0 - 12.5) * 0.00210526))*gauss(((x0 - 12.5) * 0.00210526)**2 + ((x0 - 12.5) * 0.00210526))*tanh(((x0 - 12.5) * 0.00210526))),7.484,0.9988,15,5.269,4.958,0.3513,0.3305,0.9896,0.9925
34,46,20.4*x0*gauss((x0 - 8.31)*(2*x0 - 0.324)) + (x0 + 12.4*gauss(x0 + x0 + x0) + 0.0899)*gauss(x0*x0 + x0)*tanh(x0) + 0.0596,a3 + a6*x0*gauss((a1 + x0)*(a2 + 2*x0)) + (a4 + a5*gauss(3*x0) + x0)*gauss(x0**2 + x0)*tanh(x0),"{'a1': -8.31, 'a2': -0.324, 'a3': 0.0596, 'a4': 0.0899, 'a5': 12.4, 'a6': 20.4}","{'a1': (-8.47959, 0.256, -0.256), 'a2': (-0.324911, 0.00263, -0.00263), 'a3': (0.0570331, 0.0048, -0.0048), 'a4': (0.0899, 0, 0), 'a5': (12.404, 0.314, -0.314), 'a6': (20.5868, 0.605, -0.605)}","{'a1, a2': 0.0002692310602117791, 'a1, a3': 8.114722728247085e-05, 'a1, a5': -0.0407562709503126, 'a1, a6': -0.052638527474456576, 'a2, a3': 1.654743920186623e-08, 'a2, a5': -0.00012673054067015727, 'a2, a6': 7.1160914399137e-05, 'a3, a5': -0.00043294590048648243, 'a3, a6': 0.00013175755468551188, 'a5, a6': -0.045982938727037896, 'a1, a1': 0.06575335212286335, 'a2, a2': 6.937802646445262e-06, 'a3, a3': 2.3007223344169516e-05, 'a5, a5': 0.09848923674508434, 'a6, a6': 0.36550928427567053}","{'a1, a2': 0.3999, 'a1, a3': 0.06604, 'a1, a5': -0.507, 'a1, a6': -0.3399, 'a2, a3': 0.001311, 'a2, a5': -0.1535, 'a2, a6': 0.04472, 'a3, a5': -0.2873, 'a3, a6': 0.04537, 'a5, a6': -0.2421}",164.796*(a3 + a6*((x0 - 12.5) * 0.00210526)*gauss((a1 + ((x0 - 12.5) * 0.00210526))*(a2 + 2*((x0 - 12.5) * 0.00210526))) + (a4 + a5*gauss(3*((x0 - 12.5) * 0.00210526)) + ((x0 - 12.5) * 0.00210526))*gauss(((x0 - 12.5) * 0.00210526)**2 + ((x0 - 12.5) * 0.00210526))*tanh(((x0 - 12.5) * 0.00210526))),7.484,0.9988,15,5.279,4.958,0.352,0.3305,0.9895,0.9925
35,47,20.4*x0*gauss((x0 - 8.31)*(2*x0 - 0.324)) + (x0 + 12.4*gauss(x0 + x0 + x0) + 0.0897)*gauss(x0*x0 + x0)*tanh(x0) + 0.0596,a3 + a6*x0*gauss((a1 + x0)*(a2 + 2*x0)) + (a4 + a5*gauss(3*x0) + x0)*gauss(x0**2 + x0)*tanh(x0),"{'a1': -8.31, 'a2': -0.324, 'a3': 0.0596, 'a4': 0.0897, 'a5': 12.4, 'a6': 20.4}","{'a1': (-8.47983, 0.256, -0.256), 'a2': (-0.324912, 0.00263, -0.00263), 'a3': (0.057044, 0.0048, -0.0048), 'a4': (0.0897, 0, 0), 'a5': (12.4047, 0.314, -0.314), 'a6': (20.5866, 0.605, -0.605)}","{'a1, a2': 0.0002692970297857357, 'a1, a3': 8.116556847173629e-05, 'a1, a5': -0.04076474867775151, 'a1, a6': -0.052653587871259545, 'a2, a3': 1.656493346763856e-08, 'a2, a5': -0.0001267521208568937, 'a2, a6': 7.116908788427582e-05, 'a3, a5': -0.00043302213382133246, 'a3, a6': 0.00013177933969027374, 'a5, a6': -0.045990102421631734, 'a1, a1': 0.06577297946392865, 'a2, a2': 6.939160650215462e-06, 'a3, a3': 2.3011565368419392e-05, 'a5, a5': 0.09850485920411665, 'a6, a6': 0.36558794866286004}","{'a1, a2': 0.4, 'a1, a3': 0.06605, 'a1, a5': -0.5071, 'a1, a6': -0.34, 'a2, a3': 0.001312, 'a2, a5': -0.1535, 'a2, a6': 0.04473, 'a3, a5': -0.2873, 'a3, a6': 0.04538, 'a5, a6': -0.2421}",164.796*(a3 + a6*((x0 - 12.5) * 0.00210526)*gauss((a1 + ((x0 - 12.5) * 0.00210526))*(a2 + 2*((x0 - 12.5) * 0.00210526))) + (a4 + a5*gauss(3*((x0 - 12.5) * 0.00210526)) + ((x0 - 12.5) * 0.00210526))*gauss(((x0 - 12.5) * 0.00210526)**2 + ((x0 - 12.5) * 0.00210526))*tanh(((x0 - 12.5) * 0.00210526))),7.483,0.9988,15,5.279,4.959,0.3519,0.3306,0.9895,0.9925
36,48,20.5*x0*gauss((2*x0 - 0.325)*(4*x0 - 9.04)) + (x0*(gauss(x0) + 11.2*gauss(x0 + x0 + x0)) + tanh(x0))*gauss(x0 + x0) + 0.0478,a3 + a5*x0*gauss((a1 + 4*x0)*(a2 + 2*x0)) + (x0*(a4*gauss(3*x0) + gauss(x0)) + tanh(x0))*gauss(2*x0),"{'a1': -9.04, 'a2': -0.325, 'a3': 0.0478, 'a4': 11.2, 'a5': 20.5}","{'a1': (-9.00491, 0.257, -0.257), 'a2': (-0.324444, 0.0027, -0.0027), 'a3': (0.04774, 0.00474, -0.00474), 'a4': (11.2583, 0.395, -0.395), 'a5': (20.4687, 0.604, -0.604)}","{'a1, a2': 0.00031633099815270744, 'a1, a3': 0.00010264155250825059, 'a1, a4': -0.058311916428906534, 'a1, a5': -0.03680442169355027, 'a2, a3': 2.8091744930848306e-07, 'a2, a4': -0.00024568431480607213, 'a2, a5': 0.00013594734291605786, 'a3, a4': -0.0005212839719633228, 'a3, a5': 0.00017424797100111929, 'a4, a5': -0.07415699382968759, 'a1, a1': 0.06628477021936333, 'a2, a2': 7.266542660241084e-06, 'a3, a3': 2.242047165086606e-05, 'a4, a4': 0.15569252523040913, 'a5, a5': 0.3643257246903647}","{'a1, a2': 0.4559, 'a1, a3': 0.08426, 'a1, a4': -0.5744, 'a1, a5': -0.2371, 'a2, a3': 0.02195, 'a2, a4': -0.2304, 'a2, a5': 0.08336, 'a3, a4': -0.2784, 'a3, a5': 0.06086, 'a4, a5': -0.3108}",164.796*(a3 + a5*((x0 - 12.5) * 0.00210526)*gauss((a1 + 4*((x0 - 12.5) * 0.00210526))*(a2 + 2*((x0 - 12.5) * 0.00210526))) + (((x0 - 12.5) * 0.00210526)*(a4*gauss(3*((x0 - 12.5) * 0.00210526)) + gauss(((x0 - 12.5) * 0.00210526))) + tanh(((x0 - 12.5) * 0.00210526)))*gauss(2*((x0 - 12.5) * 0.00210526))),7.139,0.9989,15,4.902,4.857,0.3268,0.3238,0.9929,0.9933
37,50,x0*(2*x0 + 11.5*gauss(4*x0 - 0.331) + tanh(x0))*gauss(0.806*x0*(x0 + x0) + x0) + 20.1*x0*gauss(17.2*x0 - 2.77) + 0.0674,a3 + a7*x0*gauss(a1 + a6*x0) + x0*(a5*gauss(a2 + 4*x0) + 2*x0 + tanh(x0))*gauss(a4*x0**2 + x0),"{'a1': -2.77, 'a2': -0.331, 'a3': 0.0674, 'a4': 1.612, 'a5': 11.5, 'a6': 17.2, 'a7': 20.1}","{'a1': (-2.91196, 0.125, -0.125), 'a2': (-0.302525, 0.0273, -0.0273), 'a3': (0.0678991, 0.00587, -0.00587), 'a4': (1.6513, 0.0522, -0.0522), 'a5': (12.3724, 0.682, -0.682), 'a6': (17.874, 0.667, -0.667), 'a7': (19.5316, 0.63, -0.63)}","{'a1, a2': -0.0018732939051410908, 'a1, a3': 3.340921292963213e-05, 'a1, a4': 0.0003485664933282089, 'a1, a5': -0.059753884544025075, 'a1, a6': -0.08246929771682666, 'a1, a7': 0.005314583059855831, 'a2, a3': -2.8757645487266857e-05, 'a2, a4': -0.00043701192808579757, 'a2, a5': 0.016459141159571578, 'a2, a6': 0.009154981376001837, 'a2, a7': -0.007086715362658406, 'a3, a4': 0.00021444789112320186, 'a3, a5': -0.0007081497592436802, 'a3, a6': -0.0001632906881783371, 'a3, a7': 0.00018914752126542733, 'a4, a5': -0.0068435979360445525, 'a4, a6': -0.0013853492995834424, 'a4, a7': 0.0016849098472664942, 'a5, a6': 0.3065130196882292, 'a5, a7': -0.21529058570708037, 'a6, a7': -0.0060446641283122705, 'a1, a1': 0.015733890090984942, 'a2, a2': 0.0007461537493960946, 'a3, a3': 3.4464147953107814e-05, 'a4, a4': 0.002724756998084846, 'a5, a5': 0.4645494826174772, 'a6, a6': 0.44505807497886096, 'a7, a7': 0.3967536139035305}","{'a1, a2': -0.549, 'a1, a3': 0.04553, 'a1, a4': 0.05342, 'a1, a5': -0.7009, 'a1, a6': -0.9891, 'a1, a7': 0.06749, 'a2, a3': -0.1795, 'a2, a4': -0.3067, 'a2, a5': 0.884, 'a2, a6': 0.5028, 'a2, a7': -0.412, 'a3, a4': 0.6999, 'a3, a5': -0.1769, 'a3, a6': -0.04171, 'a3, a7': 0.05115, 'a4, a5': -0.1922, 'a4, a6': -0.03979, 'a4, a7': 0.05123, 'a5, a6': 0.6738, 'a5, a7': -0.5011, 'a6, a7': -0.01438}",164.796*(a3 + a7*((x0 - 12.5) * 0.00210526)*gauss(a1 + a6*((x0 - 12.5) * 0.00210526)) + ((x0 - 12.5) * 0.00210526)*(a5*gauss(a2 + 4*((x0 - 12.5) * 0.00210526)) + 2*((x0 - 12.5) * 0.00210526) + tanh(((x0 - 12.5) * 0.00210526)))*gauss(a4*((x0 - 12.5) * 0.00210526)**2 + ((x0 - 12.5) * 0.00210526))),4.132,0.9996,13,4.329,3.395,0.333,0.2612,0.9872,0.9961
38,51,x0*(gauss(x0) + 18.9)*gauss(16.7*x0 - 2.71) + (x0 + 10.7*gauss(4*x0 - 0.338) + 0.872)*gauss(0.711*x0*(x0 + x0) + x0)*tanh(x0) + 0.0673,a3 + x0*(a8 + gauss(x0))*gauss(a1 + a7*x0) + (a4 + a6*gauss(a2 + 4*x0) + x0)*gauss(a5*x0**2 + x0)*tanh(x0),"{'a1': -2.71, 'a2': -0.338, 'a3': 0.0673, 'a4': 0.872, 'a5': 1.422, 'a6': 10.7, 'a7': 16.7, 'a8': 18.9}","{'a1': (-2.8971, 0.119, -0.119), 'a2': (-0.310465, 0.0309, -0.0309), 'a3': (0.062877, 0.00663, -0.00663), 'a4': (0.872472, 0.15, -0.15), 'a5': (1.34992, 0.104, -0.104), 'a6': (11.6705, 0.656, -0.656), 'a7': (17.7835, 0.632, -0.632), 'a8': (18.6433, 0.602, -0.602)}","{'a1, a2': -0.0018492199566506138, 'a1, a3': 3.154244675020045e-05, 'a1, a4': -0.00041210816737061797, 'a1, a5': 0.00015616281192992564, 'a1, a6': -0.05403003950723993, 'a1, a7': -0.07391193168674091, 'a1, a8': 0.005123655381863374, 'a2, a3': -3.6779716399995225e-06, 'a2, a4': 0.0020981582125823815, 'a2, a5': 0.0007357086334955846, 'a2, a6': 0.01490711029828145, 'a2, a7': 0.008775826411887776, 'a2, a8': -0.007017744928607174, 'a3, a4': 0.00034053613496275214, 'a3, a5': 0.00046429037271923, 'a3, a6': -0.0009691652637514007, 'a3, a7': -0.00019994556929166875, 'a3, a8': 0.00020627918325656934, 'a4, a5': 0.013079473264303282, 'a4, a6': -0.011032267779577545, 'a4, a7': -0.0010732859328118924, 'a4, a8': -0.0006710568691077966, 'a5, a6': -0.014125680250430588, 'a5, a7': -0.0022805435271651014, 'a5, a8': 0.001609664253560598, 'a6, a7': 0.2789858121501957, 'a6, a8': -0.1977398884993664, 'a7, a8': -0.006931412901477568, 'a1, a1': 0.014111288149978899, 'a2, a2': 0.0009551883890544028, 'a3, a3': 4.3987794936383135e-05, 'a4, a4': 0.022467073255408695, 'a5, a5': 0.010730603495694904, 'a6, a6': 0.429977796488108, 'a7, a7': 0.3990791141591075, 'a8, a8': 0.36255903028857966}","{'a1, a2': -0.5029, 'a1, a3': 0.03998, 'a1, a4': -0.02309, 'a1, a5': 0.01262, 'a1, a6': -0.6921, 'a1, a7': -0.9828, 'a1, a8': 0.07152, 'a2, a3': -0.01795, 'a2, a4': 0.4527, 'a2, a5': 0.2289, 'a2, a6': 0.7354, 'a2, a7': 0.4494, 'a2, a8': -0.3773, 'a3, a4': 0.3424, 'a3, a5': 0.6734, 'a3, a6': -0.2228, 'a3, a7': -0.04772, 'a3, a8': 0.05168, 'a4, a5': 0.8384, 'a4, a6': -0.1121, 'a4, a7': -0.01132, 'a4, a8': -0.007431, 'a5, a6': -0.207, 'a5, a7': -0.0347, 'a5, a8': 0.02571, 'a6, a7': 0.6729, 'a6, a8': -0.5007, 'a7, a8': -0.01822}",164.796*(a3 + ((x0 - 12.5) * 0.00210526)*(a8 + gauss(((x0 - 12.5) * 0.00210526)))*gauss(a1 + a7*((x0 - 12.5) * 0.00210526)) + (a4 + a6*gauss(a2 + 4*((x0 - 12.5) * 0.00210526)) + ((x0 - 12.5) * 0.00210526))*gauss(a5*((x0 - 12.5) * 0.00210526)**2 + ((x0 - 12.5) * 0.00210526))*tanh(((x0 - 12.5) * 0.00210526))),4.306,0.9996,12,4.221,2.864,0.3517,0.2387,0.9791,0.9964
